year,DonorCode,donornamee,col,colname,Row,rowname,RecipientCode,RecipientNameE,regionid,Regionnname,incomegrid,incomegrname,Amount,Defl,NatCur,src,share,odaGNI,currencyname
2018,22,Luxembourg,201,"Grants, Total",,,247,Côte d'Ivoire,10003,SouthSahara,10018,LMICs,0.078705647,0.078705647,,dac2a,,,
Change 2018/19 %,4,France,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,0.619552956,4.542220659,6.082198343,dac1,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,84.10141837,84.10141837,,dac2a,,,
2018,3,Denmark,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,12.06217833,12.06217833,,dac2a,,,
2019,10,Sweden,201,"Grants, Total",,,454,Peru,10006,SouthAmerica,10019,UMICs,1.159407161,1.227042985,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,89,"Europe, regional",10010,Europe,10024,UnallocatedIncome,40.93698904,42.34806379,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,64,Bosnia and Herzegovina,10010,Europe,10019,UMICs,3.111971285,3.111971285,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,65,Montenegro,10010,Europe,10019,UMICs,1.20874499,1.254029162,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,428,Bolivia,10006,SouthAmerica,10018,LMICs,0.021869819,0.022376458,,dac2a,,,
2019,1,Austria,,,,,10020,Top 20 recipients,,,,,43.82158212,,,dac2a,,,
2019,301,Canada,528,Total ODA,300,Production,,,,,,,292.3460189,292.7439116,,dac5,,,
2019,302,United States,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,13.628879,13.3902883,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,28.327677,27.83176532,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,384,Saint Vincent and the Grenadines,10005,CaribbeanCentralAmerica,10019,UMICs,0.056538442,0.058656586,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,615,Tajikistan,10009,SouthCentralAsia,10018,LMICs,0.699780647,0.761617772,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,5.482084,5.842216885,,dac2a,,,
2019,4,France,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,59.72485927,62.05324147,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,0.040347028,0.042086517,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,619,"Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,0.081271689,0.084370247,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,613,Kazakhstan,10009,SouthCentralAsia,10019,UMICs,3.974732853,4.096005077,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,351,Honduras,10005,CaribbeanCentralAmerica,10018,LMICs,1.256834778,1.256834778,,dac2a,,,
2019,2,Belgium,204,ODA Gross Loans,,,260,Niger,10003,SouthSahara,10016,LDCs,1.381258144,1.433122667,,dac2a,,,
2019,301,Canada,528,Total ODA,500,Programme assistance,,,,,,,12.36967285,12.39190716,,dac5,,,
2018,8,Norway,201,"Grants, Total",,,271,Eritrea,10003,SouthSahara,10016,LDCs,0.653242858,0.653242858,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,0.121277559,0.121277559,,dac2a,,,
2018,61,Slovenia,201,"Grants, Total",,,738,Indonesia,10008,FarEastAsia,10018,LMICs,0.059010976,0.059010976,,dac2a,,,
2018,68,Czech Republic,201,"Grants, Total",,,543,Iraq,10011,MiddleEast,10019,UMICs,2.420361879,2.420361879,,dac2a,,,
2018,918,EU Institutions,204,ODA Gross Loans,,,282,Tanzania,10003,SouthSahara,10016,LDCs,17.70329281,17.70329281,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,57,Kosovo,10010,Europe,10018,LMICs,19.66762628,19.84477123,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,389,"Caribbean & Central America, regional",10005,CaribbeanCentralAmerica,10024,UnallocatedIncome,5.562766488,5.696042957,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,189,"North of Sahara, regional",10002,NorthSahara,10024,UnallocatedIncome,1.180219521,1.180219521,,dac2a,,,
2018,7,Netherlands,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,0.112762705,0.112762705,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,269,Senegal,10003,SouthSahara,10016,LDCs,0.182047598,0.198134497,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,228,Burundi,10003,SouthSahara,10016,LDCs,0.004430415,0.004430415,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,866,Solomon Islands,10012,Oceania,10016,LDCs,24.17844644,24.17844644,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,580,Yemen,10011,MiddleEast,10016,LDCs,18.229934,18.229934,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,85.22161851,85.76658097,,dac2a,,,
2018,4,France,201,"Grants, Total",,,349,Haiti,10005,CaribbeanCentralAmerica,10016,LDCs,41.81274549,41.81274549,,dac2a,,,
2019,1,Austria,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.011194448,0.011613834,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,463,Venezuela,10006,SouthAmerica,10019,UMICs,0.009843787,0.009843787,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,613,Kazakhstan,10009,SouthCentralAsia,10019,UMICs,1.192323753,1.192323753,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,260,Niger,10003,SouthSahara,10016,LDCs,1.267360827,1.297725103,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,33.60031369,33.60031369,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,251,Liberia,10003,SouthSahara,10016,LDCs,0.008598455,0.008921316,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.95907323,0.992131939,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,740,Democratic People's Republic of Korea,10008,FarEastAsia,10017,OtherLICs,1.7627961,1.82355868,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,451,Paraguay,10006,SouthAmerica,10019,UMICs,0.000125378,0.000130783,,dac2a,,,
2019,301,Canada,204,ODA Gross Loans,,,389,"Caribbean & Central America, regional",10005,CaribbeanCentralAmerica,10024,UnallocatedIncome,15.11303693,15.14928963,,dac2a,,,
2018,18,Finland,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,984,984,833.7432,dac1,48.35061,0.358962,* Euro
2018,5,Germany,204,ODA Gross Loans,,,389,"Caribbean & Central America, regional",10005,CaribbeanCentralAmerica,10024,UnallocatedIncome,22.49269081,22.49269081,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,489,"South America, regional",10006,SouthAmerica,10024,UnallocatedIncome,23.17605949,23.73132698,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,540,Iran,10011,MiddleEast,10019,UMICs,0.048613456,0.048613456,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,630,Bhutan,10009,SouthCentralAsia,10016,LDCs,3.401981627,3.541420896,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,288,Zambia,10003,SouthSahara,10016,LDCs,0.025542216,0.025542216,,dac2a,,,
2018,12,United Kingdom,201,"Grants, Total",,,457,Suriname,10006,SouthAmerica,10019,UMICs,0.052328037,0.052328037,,dac2a,,,
2019,40,Greece,528,Total ODA,930,Unspecified,,,,,,,95.13506787,98.69209515,,dac5,,,
2018,76,Poland,201,"Grants, Total",,,615,Tajikistan,10009,SouthCentralAsia,10018,LMICs,0.270437523,0.270437523,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,142,Egypt,10002,NorthSahara,10018,LMICs,283.2256712,292.9882991,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,573,Syrian Arab Republic,10011,MiddleEast,10018,LMICs,1.893237231,1.955113545,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,11.4338899,11.82800959,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,255,Mali,10003,SouthSahara,10016,LDCs,0.241502295,0.251914227,,dac2a,,,
2019,69,Slovak Republic,201,"Grants, Total",,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,0.00883,0.009072871,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,40.43957014,40.43957014,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,336,Costa Rica,10005,CaribbeanCentralAmerica,10019,UMICs,3.756659177,3.688191553,,dac2a,,,
2018,918,EU Institutions,204,ODA Gross Loans,,,610,Armenia,10009,SouthCentralAsia,10018,LMICs,6.532515048,6.532515048,,dac2a,,,
2018,21,Ireland,201,"Grants, Total",,,347,Guatemala,10005,CaribbeanCentralAmerica,10018,LMICs,1.316058657,1.316058657,,dac2a,,,
2018,10,Sweden,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,6001.04,6001.04,52151.43802,dac1,63.957247,1.071866,* Swedish krona
2019,2,Belgium,201,"Grants, Total",,,437,Colombia,10006,SouthAmerica,10019,UMICs,1.557398724,1.615877106,,dac2a,,,
2018,1,Austria,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,6.483471934,6.483471934,,dac2a,,,
2018,9,Portugal,201,"Grants, Total",,,645,India,10009,SouthCentralAsia,10018,LMICs,0.378177741,0.378177741,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,247,Côte d'Ivoire,10003,SouthSahara,10018,LMICs,0.775107008,0.804211311,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,679,"South Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,0.175979367,0.175979367,,dac2a,,,
2019,742,Korea,201,"Grants, Total",,,256,Mauritania,10003,SouthSahara,10016,LDCs,0.206039,0.219574258,,dac2a,,,
2018,20001,Total DAC Countries,204,ODA Gross Loans,,,619,"Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,0.072211956,0.072211956,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,679,"South Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,0.027996379,0.028698312,,dac2a,,,
2019,69,Slovak Republic,201,"Grants, Total",,,86,Belarus,10010,Europe,10019,UMICs,0.06142,0.06310937,,dac2a,,,
2019,75,Hungary,528,Total ODA,930,Unspecified,,,,,,,2.360252651,2.376549933,,dac5,,,
2019,6,Italy,201,"Grants, Total",,,679,"South Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,0.121966585,0.127847333,,dac2a,,,
2018,742,Korea,201,"Grants, Total",,,136,Morocco,10002,NorthSahara,10018,LMICs,5.342271,5.342271,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,431,Brazil,10006,SouthAmerica,10019,UMICs,14.43349463,14.43349463,,dac2a,,,
2018,5,Germany,204,ODA Gross Loans,,,298,"Africa, regional",10001,Africa,10024,UnallocatedIncome,301.9448914,301.9448914,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,342,El Salvador,10005,CaribbeanCentralAmerica,10018,LMICs,35.86065806,36.98317662,,dac2a,,,
2019,22,Luxembourg,201,"Grants, Total",,,55,Turkey,10010,Europe,10019,UMICs,1.497128389,1.534664802,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,755,Philippines,10008,FarEastAsia,10018,LMICs,120.103129,117.9141691,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,689,"South & Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,3.014318011,3.021548667,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,239,Gabon,10003,SouthSahara,10019,UMICs,0.216890528,0.236056372,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,229,Cameroon,10003,SouthSahara,10018,LMICs,0.018425743,0.018987927,,dac2a,,,
2019,20001,Total DAC Countries,,,,,10005,Top 10 recipients,,,,,19.95615938,,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,40.08171262,40.44272582,,dac2a,,,
2019,2,Belgium,201,"Grants, Total",,,236,Benin,10003,SouthSahara,10016,LDCs,22.81437401,23.67102534,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,36.48426986,36.48426986,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,549,Jordan,10011,MiddleEast,10018,LMICs,10.05481371,10.36159398,,dac2a,,,
2019,820,New Zealand,201,"Grants, Total",,,383,Saint Lucia,10005,CaribbeanCentralAmerica,10019,UMICs,0.159129097,0.163682957,,dac2a,,,
2018,6,Italy,201,"Grants, Total",,,358,Mexico,10005,CaribbeanCentralAmerica,10019,UMICs,0.406530497,0.406530497,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,255,Mali,10003,SouthSahara,10016,LDCs,86.30463405,86.30463405,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,0.007391462,0.007391462,,dac2a,,,
2018,742,Korea,204,ODA Gross Loans,,,440,Ecuador,10006,SouthAmerica,10019,UMICs,12.560801,12.560801,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,728,Cambodia,10008,FarEastAsia,10016,LDCs,16.69541262,16.69541262,,dac2a,,,
2019,22,Luxembourg,,,,,10005,Top 5 recipients,,,,,39.19962104,,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,740,Democratic People's Republic of Korea,10008,FarEastAsia,10017,OtherLICs,0.027986119,0.028709905,,dac2a,,,
2018,5,Germany,1160,Grant equivalents,1010,I. Official Development Assistance (ODA) (I.A + I.B),,,,,,,24976.64,24976.64,21162.70707,dac1,75.128961,0.611912,* Euro
2018,11,Switzerland,201,"Grants, Total",,,240,Gambia,10003,SouthSahara,10016,LDCs,0.062663872,0.062663872,,dac2a,,,
2019,701,Japan,204,ODA Gross Loans,,,269,Senegal,10003,SouthSahara,10016,LDCs,1.472167298,1.445336065,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,798,"Asia, regional",10007,Asia,10024,UnallocatedIncome,0.000915785,0.000915785,,dac2a,,,
2019,7,Netherlands,201,"Grants, Total",,,555,Lebanon,10011,MiddleEast,10019,UMICs,11.81815307,12.1237979,,dac2a,,,
2019,9,Portugal,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,0.000432106,0.000450735,,dac2a,,,
2018,18,Finland,201,"Grants, Total",,,231,Central African Republic,10003,SouthSahara,10016,LDCs,0.794164995,0.794164995,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,1027,"Eastern Africa, regional",10003,SouthSahara,10024,UnallocatedIncome,19.87948148,19.51716464,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,73.69640658,76.48710119,,dac2a,,,
2018,2,Belgium,201,"Grants, Total",,,275,Namibia,10003,SouthSahara,10019,UMICs,0.034179157,0.034179157,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,728,Cambodia,10008,FarEastAsia,10016,LDCs,44.33745539,44.33745539,,dac2a,,,
2019,4,France,201,"Grants, Total",,,283,Togo,10003,SouthSahara,10016,LDCs,23.83331906,24.76246442,,dac2a,,,
2019,76,Poland,201,"Grants, Total",,,428,Bolivia,10006,SouthAmerica,10018,LMICs,0.004167209,0.004303405,,dac2a,,,
2018,75,Hungary,201,"Grants, Total",,,998,"Developing countries, unspecified",9998,DevCountriesUnspec,10024,UnallocatedIncome,6.129063221,6.129063221,,dac2a,,,
2018,801,Australia,201,"Grants, Total",,,728,Cambodia,10008,FarEastAsia,10016,LDCs,51.77673404,51.77673404,,dac2a,,,
2018,61,Slovenia,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,0.002363567,0.002363567,,dac2a,,,
2018,301,Canada,204,ODA Gross Loans,,,1031,"Caribbean, regional",10005,CaribbeanCentralAmerica,10024,UnallocatedIncome,13.73505131,13.73505131,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,252,Madagascar,10003,SouthSahara,10016,LDCs,0.367799732,0.382874983,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,666,Bangladesh,10009,SouthCentralAsia,10016,LDCs,1320.029118,1335.231932,,dac2a,,,
2019,4,France,201,"Grants, Total",,,239,Gabon,10003,SouthSahara,10019,UMICs,21.03852363,21.85871349,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,730,China (People's Republic of),10008,FarEastAsia,10019,UMICs,11.32638971,11.32638971,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,39.97942677,39.97942677,,dac2a,,,
2018,76,Poland,201,"Grants, Total",,,765,Timor-Leste,10008,FarEastAsia,10016,LDCs,0.017431842,0.017431842,,dac2a,,,
2018,918,EU Institutions,201,"Grants, Total",,,245,Equatorial Guinea,10003,SouthSahara,10019,UMICs,0.530060191,0.530060191,,dac2a,,,
2019,918,EU Institutions,204,ODA Gross Loans,,,275,Namibia,10003,SouthSahara,10019,UMICs,2.001567223,2.077361459,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,218,South Africa,10003,SouthSahara,10019,UMICs,11.40239887,11.50509949,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,225,Angola,10003,SouthSahara,10016,LDCs,0.01744522,0.017487067,,dac2a,,,
2019,301,Canada,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,48.2521484,48.36789422,,dac2a,,,
2019,301,Canada,204,ODA Gross Loans,,,498,"America, regional",10004,America,10024,UnallocatedIncome,24.86812359,24.9277765,,dac2a,,,
2018,701,Japan,201,"Grants, Total",,,428,Bolivia,10006,SouthAmerica,10018,LMICs,8.994816304,8.994816304,,dac2a,,,
2019,12,United Kingdom,201,"Grants, Total",,,227,Botswana,10003,SouthSahara,10019,UMICs,2.536379673,2.597147949,,dac2a,,,
2018,10,Sweden,201,"Grants, Total",,,66,North Macedonia,10010,Europe,10019,UMICs,4.533552054,4.533552054,,dac2a,,,
2019,75,Hungary,201,"Grants, Total",,,340,Dominican Republic,10005,CaribbeanCentralAmerica,10019,UMICs,0.005949915,0.006131452,,dac2a,,,
2018,20,Iceland,201,"Grants, Total",,,248,Kenya,10003,SouthSahara,10018,LMICs,0.257887028,0.257887028,,dac2a,,,
2019,20001,Total DAC Countries,204,ODA Gross Loans,,,338,Cuba,10005,CaribbeanCentralAmerica,10019,UMICs,5.548894974,5.76521944,,dac2a,,,
2019,11,Switzerland,201,"Grants, Total",,,256,Mauritania,10003,SouthSahara,10016,LDCs,0.049490843,0.049936604,,dac2a,,,
2019,8,Norway,201,"Grants, Total",,,489,"South America, regional",10006,SouthAmerica,10024,UnallocatedIncome,4.306198759,4.686722219,,dac2a,,,
2019,12,United Kingdom,204,ODA Gross Loans,,,998,"Developing countries, unspecified",9998,DevCountriesUnspec,10024,UnallocatedIncome,45.15633231,46.23821783,,dac2a,,,
2019,5,Germany,204,ODA Gross Loans,,,63,Serbia,10010,Europe,10019,UMICs,118.7424486,122.8354333,,dac2a,,,
2019,10,Sweden,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,0.014805571,0.015669277,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,635,Myanmar,10009,SouthCentralAsia,10016,LDCs,26.77840293,26.77840293,,dac2a,,,
2018,820,New Zealand,201,"Grants, Total",,,836,Kiribati,10012,Oceania,10016,LDCs,13.66040275,13.66040275,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,259,Mozambique,10003,SouthSahara,10016,LDCs,1.658850022,1.726842404,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,619,"Central Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,104.8369715,104.8369715,,dac2a,,,
2018,5,Germany,201,"Grants, Total",,,378,Dominica,10005,CaribbeanCentralAmerica,10019,UMICs,0.04338088,0.04338088,,dac2a,,,
2019,4,France,201,"Grants, Total",,,876,Wallis and Futuna,10012,Oceania,10019,UMICs,113.7518496,118.1864818,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,230,Cabo Verde,10003,SouthSahara,10018,LMICs,0.90715437,0.938423466,,dac2a,,,
2019,68,Czech Republic,201,"Grants, Total",,,589,"Middle East, regional",10011,MiddleEast,10024,UnallocatedIncome,0.333354048,0.341076581,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,18.86736819,19.58182721,,dac2a,,,
2019,20001,Total DAC Countries,201,"Grants, Total",,,136,Morocco,10002,NorthSahara,10018,LMICs,422.8850365,434.5934816,,dac2a,,,
2019,5,Germany,201,"Grants, Total",,,136,Morocco,10002,NorthSahara,10018,LMICs,85.06364589,87.99574143,,dac2a,,,
2018,301,Canada,201,"Grants, Total",,,540,Iran,10011,MiddleEast,10019,UMICs,0.305625955,0.305625955,,dac2a,,,
2019,21,Ireland,201,"Grants, Total",,,740,Democratic People's Republic of Korea,10008,FarEastAsia,10017,OtherLICs,0.559722378,0.58457514,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,64,Bosnia and Herzegovina,10010,Europe,10019,UMICs,0.797605285,0.828014722,,dac2a,,,
2019,50,Spain,201,"Grants, Total",,,612,Georgia,10009,SouthCentralAsia,10018,LMICs,16.86795619,17.51106257,,dac2a,,,
2019,701,Japan,201,"Grants, Total",,,640,Sri Lanka,10009,SouthCentralAsia,10018,LMICs,29.86340347,29.31912297,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,625,Afghanistan,10009,SouthCentralAsia,10016,LDCs,415.5109146,431.2452512,,dac2a,,,
2019,742,Korea,204,ODA Gross Loans,,,611,Azerbaijan,10009,SouthCentralAsia,10019,UMICs,15.151536,16.14688127,,dac2a,,,
2018,20001,Total DAC Countries,201,"Grants, Total",,,244,Guinea-Bissau,10003,SouthSahara,10016,LDCs,24.75270011,24.75270011,,dac2a,,,
2018,8,Norway,201,"Grants, Total",,,282,Tanzania,10003,SouthSahara,10016,LDCs,50.31470631,50.31470631,,dac2a,,,
2019,302,United States,201,"Grants, Total",,,364,Nicaragua,10005,CaribbeanCentralAmerica,10018,LMICs,31.395703,30.84608166,,dac2a,,,
2018,69,Slovak Republic,201,"Grants, Total",,,285,Uganda,10003,SouthSahara,10016,LDCs,0.01241,0.01241,,dac2a,,,
2018,302,United States,201,"Grants, Total",,,366,Panama,10005,CaribbeanCentralAmerica,10019,UMICs,9.97101,9.97101,,dac2a,,,
2019,18,Finland,201,"Grants, Total",,,679,"South Asia, regional",10009,SouthCentralAsia,10024,UnallocatedIncome,2.37710309,2.455073043,,dac2a,,,
2019,918,EU Institutions,201,"Grants, Total",,,240,Gambia,10003,SouthSahara,10016,LDCs,53.84418448,55.88312617,,dac2a,,,
2018,11,Switzerland,201,"Grants, Total",,,289,"South of Sahara, regional",10003,SouthSahara,10024,UnallocatedIncome,53.86614173,53.86614173,,dac2a,,,
2018,50,Spain,201,"Grants, Total",,,230,Cabo Verde,10003,SouthSahara,10018,LMICs,1.597403838,1.597403838,,dac2a,,,
2019,801,Australia,201,"Grants, Total",,,425,Argentina,10006,SouthAmerica,10019,UMICs,0.139201423,0.144906963,,dac2a,,,
